,mae_IS,mae_OOS,mape_IS,mape_OOS,model,store_id,store_level
12,9,13,0.522,0.398,"{'pvalues': FOURIER_S365-0     6.011446e-01
FOURIER_C365-0     7.456250e-01
FOURIER_S365-1     4.139562e-01
FOURIER_C365-1     8.173263e-01
ar.L1              3.736843e-81
ar.L2              2.383868e-04
ar.L3              3.746240e-15
ar.L4              1.575178e-06
ar.S.L7            0.000000e+00
ar.S.L14          8.526073e-149
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-08-18    10.877161
2017-08-19     4.808491
2017-08-20     4.824151
2017-08-21     4.837549
2017-08-22     4.846948
                ...    
2021-01-13     7.814976
2021-01-14   -19.954233
2021-01-15    14.213020
2021-01-16     6.467381
2021-01-17   -14.449113
Length: 1249, dtype: float64, 'order': (4, 0, 0), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 10503.188794104643, 'aicc': 10503.402213668103, 'bic': 10559.55805499207, 'bse': FOURIER_S365-0    12.327088
FOURIER_C365-0     9.656546
FOURIER_S365-1     4.785536
FOURIER_C365-1     7.092867
ar.L1              0.032877
ar.L2              0.036482
ar.L3              0.028272
ar.L4              0.028979
ar.S.L7            0.011913
ar.S.L14           0.011126
sigma2             3.114534
dtype: float64, 'params': FOURIER_S365-0      6.444049
FOURIER_C365-0     -3.132714
FOURIER_S365-1     -3.909550
FOURIER_C365-1     -1.638347
ar.L1               0.627271
ar.L2               0.134052
ar.L3              -0.222305
ar.L4               0.139144
ar.S.L7            -0.578938
ar.S.L14           -0.289032
sigma2            269.985573
dtype: float64}",349980,A
13,5,6,0.514,0.312,"{'pvalues': FOURIER_S365-0     6.195530e-01
FOURIER_C365-0     8.522366e-01
FOURIER_S365-1     5.649208e-01
FOURIER_C365-1     5.426420e-01
ar.L1             8.293867e-134
ma.L1              3.424138e-08
ar.S.L7           9.553875e-296
ar.S.L14          3.765979e-145
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-09-01    6.796837
2017-09-02    6.242796
2017-09-03    2.384204
2017-09-04    2.378298
2017-09-05    2.370158
                ...   
2021-01-13    5.815494
2021-01-14   -6.938229
2021-01-15    4.545296
2021-01-16    1.201268
2021-01-17    1.867643
Length: 1235, dtype: float64, 'order': (1, 0, 1), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 8720.398147004256, 'aicc': 8720.545085779766, 'bic': 8766.41642598262, 'bse': FOURIER_S365-0    5.413951
FOURIER_C365-0    4.443888
FOURIER_S365-1    2.413969
FOURIER_C365-1    2.565882
ar.L1             0.030056
ma.L1             0.044994
ar.S.L7           0.015755
ar.S.L14          0.012534
sigma2            0.936601
dtype: float64, 'params': FOURIER_S365-0     2.687939
FOURIER_C365-0    -0.827743
FOURIER_S365-1    -1.389355
FOURIER_C365-1    -1.562167
ar.L1              0.739892
ma.L1             -0.248287
ar.S.L7           -0.579093
ar.S.L14          -0.321548
sigma2            69.829565
dtype: float64}",349998,B
14,5,7,0.508,0.274,"{'pvalues': FOURIER_S365-0     4.997214e-01
FOURIER_C365-0     5.609603e-01
FOURIER_S365-1     2.213267e-01
FOURIER_C365-1     6.572772e-01
ar.L1              2.324152e-10
ar.L2             1.169489e-119
ar.L3              9.189511e-06
ma.L1              2.049149e-60
ar.S.L7           5.838533e-177
ar.S.L14           1.909116e-66
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-08-17     2.667941
2017-08-18     1.525947
2017-08-19     5.196882
2017-08-20     1.593125
2017-08-21     1.627306
                ...    
2021-01-13     2.202815
2021-01-14    -2.463341
2021-01-15     8.896483
2021-01-16    -2.499737
2021-01-17    13.433820
Length: 1250, dtype: float64, 'order': (3, 0, 1), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 8522.696673159984, 'aicc': 8522.909920332844, 'bic': 8579.074787166603, 'bse': FOURIER_S365-0    4.841349
FOURIER_C365-0    4.480193
FOURIER_S365-1    2.106294
FOURIER_C365-1    2.579832
ar.L1             0.063455
ar.L2             0.028873
ar.L3             0.030931
ma.L1             0.056544
ar.S.L7           0.021410
ar.S.L14          0.019749
sigma2            1.087298
dtype: float64, 'params': FOURIER_S365-0     3.267563
FOURIER_C365-0    -2.604855
FOURIER_S365-1    -2.576014
FOURIER_C365-1     1.144608
ar.L1             -0.402191
ar.L2              0.671539
ar.L3              0.137190
ma.L1              0.927092
ar.S.L7           -0.607237
ar.S.L14          -0.340060
sigma2            54.485841
dtype: float64}",350016,B
15,10,15,0.442,0.229,"{'pvalues': FOURIER_S365-0    9.542168e-02
FOURIER_C365-0    2.749518e-01
FOURIER_S365-1    1.529587e-01
FOURIER_C365-1    4.636334e-01
ar.L1             7.131155e-85
ar.L2             7.312869e-17
ar.L3             8.843326e-03
ar.L4             1.276491e-11
ma.L1             2.867273e-41
ma.L2             1.423685e-10
ma.S.L7           0.000000e+00
sigma2            0.000000e+00
dtype: float64, 'resid': date
2017-08-17    21.942981
2017-08-18    19.514832
2017-08-19    13.785743
2017-08-20     7.276529
2017-08-21     7.344641
                ...    
2021-01-13    10.039916
2021-01-14    15.583105
2021-01-15   -19.174123
2021-01-16    30.432198
2021-01-17    48.586781
Length: 1250, dtype: float64, 'order': (4, 0, 2), 'seasonal_order': (0, 1, 1, 7), 'oob': nan, 'aic': 10939.50702000173, 'aicc': 10939.759243122184, 'bic': 11001.01041709986, 'bse': FOURIER_S365-0    3.945647
FOURIER_C365-0    4.310164
FOURIER_S365-1    4.050269
FOURIER_C365-1    3.102632
ar.L1             0.089204
ar.L2             0.146536
ar.L3             0.071027
ar.L4             0.023739
ma.L1             0.089762
ma.L2             0.099702
ma.S.L7           0.011902
sigma2            4.872218
dtype: float64, 'params': FOURIER_S365-0      6.579234
FOURIER_C365-0     -4.705536
FOURIER_S365-1     -5.788476
FOURIER_C365-1     -2.273848
ar.L1               1.741441
ar.L2              -1.222385
ar.L3               0.185953
ar.L4               0.160744
ma.L1              -1.207769
ma.L2               0.639425
ma.S.L7            -0.924304
sigma2            375.292107
dtype: float64}",350018,A
16,4,6,0.5429999999999999,0.528,"{'pvalues': FOURIER_S365-0     6.981628e-01
FOURIER_C365-0     6.016056e-01
FOURIER_S365-1     3.903478e-01
FOURIER_C365-1     9.730159e-01
ar.L1             8.474268e-109
ar.L2              1.325578e-16
ar.S.L7           1.120773e-243
ar.S.L14           1.995435e-61
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-08-18    4.183681
2017-08-19    4.040687
2017-08-20    1.581749
2017-08-21    1.599053
2017-08-22    1.615705
                ...   
2021-01-13   -1.015659
2021-01-14   -0.213955
2021-01-15   -1.904551
2021-01-16   -0.854270
2021-01-17   -0.631286
Length: 1249, dtype: float64, 'order': (2, 0, 0), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 7999.447017113238, 'aicc': 7999.5922955636015, 'bic': 8045.567321475679, 'bse': FOURIER_S365-0    3.007364
FOURIER_C365-0    2.815639
FOURIER_S365-1    1.331060
FOURIER_C365-1    1.672923
ar.L1             0.019949
ar.L2             0.021770
ar.S.L7           0.018786
ar.S.L14          0.018216
sigma2            0.602972
dtype: float64, 'params': FOURIER_S365-0     1.166261
FOURIER_C365-0    -1.470025
FOURIER_S365-1    -1.143363
FOURIER_C365-1    -0.056588
ar.L1              0.442054
ar.L2              0.180066
ar.S.L7           -0.626270
ar.S.L14          -0.301239
sigma2            36.074291
dtype: float64}",350026,B
17,4,4,0.524,0.361,"{'pvalues': FOURIER_S365-0     6.536364e-01
FOURIER_C365-0     6.110971e-01
FOURIER_S365-1     3.976800e-01
FOURIER_C365-1     8.366990e-01
ar.L1             1.757806e-114
ar.L2              2.550265e-16
ar.S.L7           5.836897e-226
ar.S.L14           2.701856e-92
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-08-18     7.195717
2017-08-19    10.729051
2017-08-20     1.133212
2017-08-21     1.148173
2017-08-22     1.162982
                ...    
2021-01-13     0.402753
2021-01-14    -6.862641
2021-01-15     3.872052
2021-01-16     6.105285
2021-01-17     4.665154
Length: 1249, dtype: float64, 'order': (2, 0, 0), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 8279.07672371202, 'aicc': 8279.222002162383, 'bic': 8325.19702807446, 'bse': FOURIER_S365-0    3.379311
FOURIER_C365-0    2.873377
FOURIER_S365-1    1.412051
FOURIER_C365-1    1.805469
ar.L1             0.018620
ar.L2             0.021110
ar.S.L7           0.018677
ar.S.L14          0.016353
sigma2            0.696398
dtype: float64, 'params': FOURIER_S365-0     1.516351
FOURIER_C365-0    -1.461135
FOURIER_S365-1    -1.194273
FOURIER_C365-1     0.372139
ar.L1              0.423433
ar.L2              0.172953
ar.S.L7           -0.599381
ar.S.L14          -0.333214
sigma2            45.183456
dtype: float64}",350028,C
18,7,4,0.531,0.273,"{'pvalues': FOURIER_S365-0     2.446892e-04
FOURIER_C365-0     9.269221e-01
FOURIER_S365-1     3.757519e-02
FOURIER_C365-1     7.883623e-07
ma.L1             5.882849e-171
ma.S.L7            0.000000e+00
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-09-05    11.340408
2017-09-06     8.452430
2017-09-07     6.497014
2017-09-08    10.697835
2017-09-09    11.746700
                ...    
2021-01-13    17.928149
2021-01-14    -3.950549
2021-01-15     8.004954
2021-01-16     7.852171
2021-01-17    15.339017
Length: 1231, dtype: float64, 'order': (0, 0, 1), 'seasonal_order': (0, 1, 1, 7), 'oob': nan, 'aic': 9399.906290197512, 'aicc': 9399.997868284185, 'bic': 9435.675446439018, 'bse': FOURIER_S365-0    0.850417
FOURIER_C365-0    0.950886
FOURIER_S365-1    0.852946
FOURIER_C365-1    0.759558
ma.L1             0.015489
ma.S.L7           0.011583
sigma2            1.869708
dtype: float64, 'params': FOURIER_S365-0      3.119120
FOURIER_C365-0     -0.087213
FOURIER_S365-1     -1.773665
FOURIER_C365-1     -3.750870
ma.L1               0.431695
ma.S.L7            -0.922819
sigma2            123.866994
dtype: float64}",350040,A
19,4,2,0.594,0.217,"{'pvalues': FOURIER_S365-0     8.646861e-01
FOURIER_C365-0     6.002474e-01
FOURIER_S365-1     8.158793e-01
FOURIER_C365-1     4.896197e-01
ar.L1              6.461704e-94
ma.L1              3.614848e-13
ar.S.L7           3.972080e-215
ar.S.L14           4.430137e-80
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-09-06     7.642023
2017-09-07     7.691979
2017-09-08     5.238114
2017-09-09     9.995232
2017-09-10     5.247461
                ...    
2021-01-13     1.584628
2021-01-14    11.225923
2021-01-15    -0.720752
2021-01-16     8.934017
2021-01-17    -4.422726
Length: 1230, dtype: float64, 'order': (1, 0, 1), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 8025.59368838973, 'aicc': 8025.741229373337, 'bic': 8071.575247610915, 'bse': FOURIER_S365-0    3.255578
FOURIER_C365-0    2.611624
FOURIER_S365-1    1.486644
FOURIER_C365-1    1.505570
ar.L1             0.034720
ma.L1             0.042755
ar.S.L7           0.019069
ar.S.L14          0.016820
sigma2            0.714331
dtype: float64, 'params': FOURIER_S365-0     0.554790
FOURIER_C365-0    -1.368608
FOURIER_S365-1    -0.346162
FOURIER_C365-1    -1.040219
ar.L1              0.713797
ma.L1             -0.310795
ar.S.L7           -0.596958
ar.S.L14          -0.318736
sigma2            40.729615
dtype: float64}",350046,C
20,6,8,0.518,0.28300000000000003,"{'pvalues': FOURIER_S365-0     6.520359e-01
FOURIER_C365-0     9.672042e-01
FOURIER_S365-1     3.397810e-01
FOURIER_C365-1     8.191119e-01
ar.L1             7.163228e-302
ar.L2              2.019730e-06
ar.L3              4.099968e-04
ar.S.L7            0.000000e+00
ar.S.L14           9.123004e-96
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-09-07     1.082139
2017-09-08     1.146009
2017-09-09     1.208687
2017-09-10     1.270041
2017-09-11     1.329947
                ...    
2021-01-13     4.641934
2021-01-14    10.365203
2021-01-15   -11.809555
2021-01-16     2.022512
2021-01-17     6.996080
Length: 1229, dtype: float64, 'order': (3, 0, 0), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 9032.673302574443, 'aicc': 9032.85392654817, 'bic': 9083.755743971758, 'bse': FOURIER_S365-0    7.432329
FOURIER_C365-0    6.384086
FOURIER_S365-1    3.753066
FOURIER_C365-1    3.299515
ar.L1             0.015178
ar.L2             0.021059
ar.L3             0.015765
ar.S.L7           0.015943
ar.S.L14          0.014775
sigma2            1.486357
dtype: float64, 'params': FOURIER_S365-0     3.351502
FOURIER_C365-0    -0.262481
FOURIER_S365-1    -3.582669
FOURIER_C365-1    -0.754557
ar.L1              0.563675
ar.L2              0.100062
ar.L3              0.055708
ar.S.L7           -0.614254
ar.S.L14          -0.306793
sigma2            93.184999
dtype: float64}",350054,B
21,3,4,0.64,0.386,"{'pvalues': FOURIER_S365-0     6.882272e-01
FOURIER_C365-0     7.550850e-01
FOURIER_S365-1     1.904711e-01
FOURIER_C365-1     9.519515e-01
ar.L1             2.108897e-169
ma.L1              2.044145e-19
ar.S.L7           2.460038e-298
ar.S.L14           5.208173e-76
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-08-25    6.053537
2017-08-26    8.240765
2017-08-27    9.184255
2017-08-28    5.229138
2017-08-29    5.914112
                ...   
2021-01-13   -2.529394
2021-01-14    5.680635
2021-01-15    3.169539
2021-01-16   -5.026208
2021-01-17    0.845063
Length: 1242, dtype: float64, 'order': (1, 0, 1), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 7358.747694963433, 'aicc': 7358.893798859537, 'bic': 7404.817131204992, 'bse': FOURIER_S365-0    2.206379
FOURIER_C365-0    2.133423
FOURIER_S365-1    1.077092
FOURIER_C365-1    1.179936
ar.L1             0.026695
ma.L1             0.035699
ar.S.L7           0.019486
ar.S.L14          0.018062
sigma2            0.378965
dtype: float64, 'params': FOURIER_S365-0     0.885336
FOURIER_C365-0    -0.665503
FOURIER_S365-1    -1.410115
FOURIER_C365-1    -0.071098
ar.L1              0.740606
ma.L1             -0.321679
ar.S.L7           -0.719367
ar.S.L14          -0.333242
sigma2            22.256643
dtype: float64}",350056,C
22,7,6,0.439,0.214,"{'pvalues': FOURIER_S365-0     5.428573e-01
FOURIER_C365-0     6.582170e-01
FOURIER_S365-1     3.262062e-01
FOURIER_C365-1     9.158368e-01
ar.L1             4.439833e-138
ma.L1              9.287667e-04
ar.S.L7           4.953583e-189
ar.S.L14          5.748118e-127
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-08-18     6.942540
2017-08-19     6.140134
2017-08-20     3.196418
2017-08-21     3.217297
2017-08-22     3.236596
                ...    
2021-01-13    -5.928442
2021-01-14    -2.236469
2021-01-15    18.134678
2021-01-16    -0.765463
2021-01-17    -4.474112
Length: 1249, dtype: float64, 'order': (1, 0, 1), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 9461.630414760286, 'aicc': 9461.77569321065, 'bic': 9507.750719122727, 'bse': FOURIER_S365-0    6.571366
FOURIER_C365-0    6.192145
FOURIER_S365-1    2.798508
FOURIER_C365-1    3.668077
ar.L1             0.028237
ma.L1             0.039801
ar.S.L7           0.019974
ar.S.L14          0.013637
sigma2            1.729369
dtype: float64, 'params': FOURIER_S365-0      3.998663
FOURIER_C365-0     -2.739258
FOURIER_S365-1     -2.747530
FOURIER_C365-1     -0.387640
ar.L1               0.706279
ma.L1              -0.131793
ar.S.L7            -0.585727
ar.S.L14           -0.326878
sigma2            117.081679
dtype: float64}",350060,A
23,3,4,0.6709999999999999,0.531,"{'pvalues': FOURIER_S365-0     6.048848e-01
FOURIER_C365-0     8.126156e-01
FOURIER_S365-1     4.856875e-01
FOURIER_C365-1     7.574845e-01
ar.L1              3.711824e-67
ar.L2              1.628163e-06
ar.L3              5.042086e-01
ar.L4              7.068602e-03
ar.S.L7            0.000000e+00
ar.S.L14          2.519501e-130
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-09-07    1.494630
2017-09-08    0.876183
2017-09-09    0.883117
2017-09-10    0.889400
2017-09-11    0.894997
                ...   
2021-01-13    5.756864
2021-01-14   -3.804750
2021-01-15    1.700800
2021-01-16    1.689318
2021-01-17    1.686257
Length: 1229, dtype: float64, 'order': (4, 0, 0), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 7602.249619068323, 'aicc': 7602.466545937674, 'bic': 7658.44030460537, 'bse': FOURIER_S365-0    2.395791
FOURIER_C365-0    2.123816
FOURIER_S365-1    1.241597
FOURIER_C365-1    1.156191
ar.L1             0.018868
ar.L2             0.022684
ar.L3             0.033980
ar.L4             0.034665
ar.S.L7           0.016255
ar.S.L14          0.013510
sigma2            0.374987
dtype: float64, 'params': FOURIER_S365-0     1.239555
FOURIER_C365-0    -0.503457
FOURIER_S365-1    -0.865622
FOURIER_C365-1    -0.357015
ar.L1              0.326677
ar.L2              0.108766
ar.L3              0.022695
ar.L4              0.093373
ar.S.L7           -0.633601
ar.S.L14          -0.328161
sigma2            28.858303
dtype: float64}",354468,C
24,4,4,0.524,0.395,"{'pvalues': FOURIER_S365-0     7.848108e-01
FOURIER_C365-0     7.216769e-01
FOURIER_S365-1     5.451084e-01
FOURIER_C365-1     9.304510e-01
ar.L1             2.535230e-107
ar.L2              6.024567e-02
ar.L3              2.701017e-06
ar.S.L7            0.000000e+00
ar.S.L14          7.264921e-132
sigma2             0.000000e+00
dtype: float64, 'resid': date
2017-11-16    40.806275
2017-11-17    25.790597
2017-11-18     7.870846
2017-11-19    21.197832
2017-11-20     6.399310
                ...    
2021-01-13     7.728180
2021-01-14     2.197964
2021-01-15    -5.904977
2021-01-16     1.354321
2021-01-17     1.882362
Length: 1159, dtype: float64, 'order': (3, 0, 0), 'seasonal_order': (2, 1, 0, 7), 'oob': nan, 'aic': 7679.206809976007, 'aicc': 7679.398447606669, 'bic': 7729.699358388566, 'bse': FOURIER_S365-0    3.432598
FOURIER_C365-0    4.145887
FOURIER_S365-1    1.652806
FOURIER_C365-1    2.221551
ar.L1             0.021070
ar.L2             0.021507
ar.L3             0.024193
ar.S.L7           0.015535
ar.S.L14          0.012228
sigma2            0.618562
dtype: float64, 'params': FOURIER_S365-0     0.937289
FOURIER_C365-0     1.476842
FOURIER_S365-1     1.000124
FOURIER_C365-1     0.193891
ar.L1              0.463672
ar.L2              0.040412
ar.L3              0.113521
ar.S.L7           -0.633823
ar.S.L14          -0.298800
sigma2            45.048774
dtype: float64}",387240,C
